Unnamed: 0	Sim	Year	Month	QM	ontNTS	ontNBS	erieOut	stlouisontOut	iceInd	lsdamR	saundershwR	ptclaireR	ogdensburgR	cardinalR	iroquoishwR	iroquoistwR	morrisburgR	saunderstwR	cornwallR	summerstownR	jetty1R	varennesR	sorelR	stpierreR	threeriversR	batiscanR	ontNBS_QM1	ontNBS_QM2	ontNBS_QM3	ontNBS_QM4	erieOut_QM1	erieOut_QM2	erieOut_QM3	erieOut_QM4	slonFlow_QM1	slonFlow_QM2	slonFlow_QM3	slonFlow_QM4	ontNTS_QM1	ontNTS_QM2	ontNTS_QM3	ontNTS_QM4	forNTS	indicator	confidence	ontLevel	ontFlow	kingstonLevel	stlouisFlow	flowRegime	alexbayLevel	brockvilleLevel	ogdensburgLevel	cardinalLevel	iroquoishwLevel	iroquoistwLevel	morrisburgLevel	longsaultLevel	saundershwLevel	saunderstwLevel	cornwallLevel	summerstownLevel	lerybeauharnoisLevel	ptclaireLevel	jetty1Level	stlambertLevel	varennesLevel	sorelLevel	lacstpierreLevel	maskinongeLevel	troisrivieresLevel	batiscanLevel	freshetIndicator
10	11	2022	3	11	9716	3218	6498	2054	0	1.281289256	1.284760331	1.02377686	1.109415842	1.131673267	1.199306931	1.196980198	1.279831683	1.074247525	1.414792079	1.658792079	1.055613861	1.059613861	1.04570297	1.029663366	1.029663366	1.016782178									2017.996499496	2241.420014758427	2654.34758768154	2731.443531712165								74.744				nan																							
11	12	2022	3	12	10352	3805	6547	2894	0	1.115082645	1.116553719	1.016694215	1.019841584	1.039435644	1.070871287	1.064089109	1.11	1.051237624	1.292851485	1.51749505	1.017168317	1.012623762	1.005811881	1.003920792	1.003920792	1.002861386									2272.678253896	2676.323088928508	2747.653907295044	2858.643787396828								74.744				nan																							
12	13	2022	4	13	9415	2917	6498	3438	0	1.00985124	1.009446281	1.012355372	1.002831683	0.992207921	1.000910891	0.993425743	1.011277228	1.021247525	1.115594059	1.250643564	1.015485149	1.015544554	1.018861386	1.028	1.028	1.020663366									3215.754628896	3126.890831903507	3138.3904431709384	3004.6784326291645								74.744				nan																							
13	14	2022	4	14	10256	3625	6631	3457	0	0.970702479	0.967173554	1.00585124	0.971237624	0.97190099	0.975019802	0.967663366	0.975851485	1.004445545	0.997079208	1.017693069	1.004831683	1.005029703	1.011623762	1.024990099	1.024990099	1.01160396									3319.8442630960003	3274.042625915947	3104.743173188259	3015.552481973662								74.744				nan																							
14	15	2022	4	15	9430	2617	6813	3480	0	0.985206612	0.980471074	1.005016529	0.996683168	0.982514851	0.985455446	0.975217822	0.984910891	0.997326733	0.937970297	0.875247525	1.001089109	1.001207921	1.006693069	1.011871287	1.011871287	1.011316832									3393.121236696	3188.4590903954672	3077.306088635138	2876.121052915032								74.744				nan																							
15	16	2022	4	16	9192	2440	6752	2730	0	0.992206612	0.987735537	1.004942149	1.023336634	1.00060396	1.002049505	0.997118812	1.001415842	0.995227723	0.949445545	0.898623762	1.005960396	1.00980198	1.017138614	1.010148515	1.010148515	1.028158416									3263.887232696	3130.334387122667	2915.237732227293	2648.3547402717804								74.744				nan																							
16	17	2022	5	17	7963	1242	6721	1989	0	0.980413223	0.974123967	1.003743802	1.003950495	0.983633663	0.984920792	0.981910891	0.984079208	0.988930693	0.929118812	0.866762376	1.003990099	1.006227723	1.01160396	1.017683168	1.017683168	1.00680198									2666.813491696	2589.368319986467	2407.9749871990443	2163.0883139939656								74.744				nan																							
17	18	2022	5	18	7883	1321	6562	1300	0	0.976966942	0.970173554	1.003570248	1.020257426	0.987920792	0.989019802	0.985376238	0.989069307	0.989584158	0.932990099	0.878732673	0.999415842	1.003445545	1.007633663	1.019673267	1.019673267	1.006277228									2000.890646496	1994.2571257838272	1857.9065643939923	1673.255256641414								74.744				nan																							
18	19	2022	5	19	7254	734	6520	790	0	0.981157025	0.974338843	1.003652893	1.010970297	0.986980198	0.987970297	0.984475248	0.987772277	0.989970297	0.938118812	0.882326733	1.001455446	1.005653465	1.010623762	1.024287129	1.024287129	1.016168317									1385.743866496	1430.1030713878272	1357.6831466193853	1220.3978420502867								74.744				nan																							
19	20	2022	5	20	7140	705	6435	618	0	0.981553719	0.975975207	1.000892562	1.019227723	0.991138614	0.99150495	0.988613861	0.993653465	0.987277228	0.927039604	0.866029703	0.994188119	0.998178218	1.002712871	1.023643564	1.023643564	1.02450495									912.878246496	994.0582241038272	952.1674841154164	874.5636842764665								74.744				nan																							
20	21	2022	6	21	6872	542	6330	597	0	0.981826446	0.975586777	0.998801653	1.006069307	0.986980198	0.986980198	0.983227723	0.989653465	0.988029703	0.931039604	0.883792079	0.986009901	0.990158416	0.986158416	0.996673267	0.996673267	0.996138614									738.044930496	772.1822831526272	741.7963960959845	688.9350763672778								74.744				nan																							
21	22	2022	6	22	7674	1334	6340	650	0	0.990743802	0.983669421	0.997842975	1.029287129	1.004623762	1.004643564	0.995128713	1.004049505	0.990168317	0.935881188	0.87929703	0.983752475	0.991019802	0.987	0.986544554	0.986544554	0.99019802					6366.8866525004005	6331.478151972628	6376.346405831766	6383.738598278701	649.7270744960001	655.7066269734273	625.4303819516031	581.6095926773031								74.744				nan																							
22	23	2022	6	23	7511	1152	6359	813	0	1.003338843	0.99492562	1.000471074	1.030762376	1.012861386	1.010574257	1.005029703	1.013940594	0.992762376	0.944841584	0.90149505	0.990475248	0.996910891	0.991247525	0.99249505	0.99249505	1.005485149					6340.0	6337.6616960304	6390.0701713504	6379.710062512492	655.943580896	625.5969678299072	581.7324758654391	526.6372515513242								74.744				nan																							
23	24	2022	6	24	7125	832	6293	732	0	1.017471074	1.010206612	1.001471074	1.040128713	1.023465347	1.022574257	1.015039604	1.022960396	0.998306931	0.971188119	0.962346535	0.998415842	1.008158416	1.001841584	1.003435644	1.003435644	1.014485149					6359.0	6390.0701713504	6391.8472898104	6356.075622794508	761.9533508960001	677.5951971439073	597.3510295378538	545.6727286574871								74.744				nan																							
24	25	2022	7	25	7084	805	6279	821	0	1.020520661	1.013413223	1.001528926	1.032227723	1.023554455	1.020524752	1.01449505	1.023584158	0.998752475	0.97850495	0.970326733	0.998455446	1.004346535	0.998554455	1.002207921	1.002207921	1.002039604					6293.0	6391.8472898104	6300.8621093304	6308.384983084556	651.5896978960001	579.0683656093072	532.1863992397141	513.0468747472437								74.744				nan																							
25	26	2022	7	26	6796	585	6211	804	0	1.032429752	1.026528926	1.002933884	1.042366337	1.032188119	1.029306931	1.021554455	1.030326733	1.001673267	0.996574257	1.009524752	0.998079208	1.002643564	0.997118812	0.98350495	0.98350495	1.001693069					6279.0	6300.8621093304	6244.1974446404	6254.831755437532	726.150389896	635.5895754037072	589.3229197504122	557.2154353855551								74.744				nan																							
26	27	2022	7	27	6729	556	6173	777	0	1.036256198	1.029520661	1.006338843	1.042435644	1.033336634	1.031475248	1.016059406	1.033029703	1.004554455	1.024821782	1.070475248	1.00749505	1.011752475	1.010673267	1.000346535	1.000346535	1.016227723	461.2481050895999	362.5220116851241	239.0040204852372	215.93484125735552	6211.0	6244.1974446404	6203.7181876504	6188.20942156186	703.178606896	636.8400828031072	592.2667887567713	553.1273825817419	6672.2481050896	6606.719456325524	6442.722208135638	6404.144262819215				74.744				nan																							
27	28	2022	7	28	6463	347	6116	692	0	1.046272727	1.039834711	1.008801653	1.04119802	1.040326733	1.035445545	1.020742574	1.036514851	1.005673267	1.037069307	1.105960396	1.013782178	1.01609901	1.018782178	1.010871287	1.010871287	1.009841584	407.49126100959984	274.4928841247562	241.3138438039424	200.1181888279915	6173.0	6203.7181876504	6147.7123150504	6176.930611675947	700.9318162959999	637.3252440041872	586.3650536835888	570.6269451202782	6580.4912610096	6478.211071775157	6389.026158854343	6377.048800503939				74.744				nan																							
28	29	2022	8	29	6078	30	6048	618	0	1.04646281	1.041421488	1.011	1.051079208	1.044712871	1.040089109	1.025940594	1.040227723	1.008029703	1.061940594	1.158584158	1.018188119	1.02039604	1.020039604	1.00550495	1.00550495	1.000227723	245.7837316496	218.65713477050008	183.91579130696448	126.16320406474244	6116.0	6147.7123150504	6127.0365065404	6124.384442691068	629.5706410960001	580.9133298955472	566.6054445781479	554.9969777056492	6361.7837316496	6366.369449820901	6310.952297847365	6250.547646755811				74.744				nan																							
29	30	2022	8	30	5715	-217	5932	512	0	1.041991736	1.036636364	1.011132231	1.039069307	1.041752475	1.036623762	1.024019802	1.038148515	1.008128713	1.064267327	1.178940594	1.020752475	1.024693069	1.027514851	1.015465347	1.015465347	1.009148515	116.24617572959994	103.09503901086804	68.36619768058688	-15.111068967590882	6048.0	6127.0365065404	6067.6680778904	6077.59775049058	570.8676992960001	559.5430580247873	549.7873609940739	536.3101804727471	6164.2461757296	6230.131545551269	6136.034275570987	6062.486681522989				74.744				nan																							
30	31	2022	8	31	5854	-68	5922	398	0	1.045942149	1.041586777	1.010438017	1.047207921	1.047227723	1.040128713	1.027019802	1.039178218	1.008564356	1.061019802	1.171663366	1.025118812	1.024990099	1.031772277	1.021534653	1.021534653	1.024673267	-55.06359599040002	-56.449544527444	-104.37002838449212	-102.33967577052294	5932.0	6067.6680778904	5966.6609855704	5987.631134284459	508.434121496	513.8562103788272	509.8053267243713	520.376707715226	5876.9364040096	6011.218533362956	5862.290957185908	5885.291458513936				74.744				nan																							
31	32	2022	8	32	6057	160	5897	467	0	1.038917355	1.035438017	1.00877686	1.034683168	1.039306931	1.034940594	1.021237624	1.03350495	1.010188119	1.067019802	1.177752475	1.018118812	1.015584158	1.017534653	1.00150495	1.00150495	0.984693069	-62.589161870400176	-109.21529589409238	-105.80465164898716	-103.40670908276525	5922.0	5966.6609855704	5904.7751315804	5942.200564452844	417.977306096	442.3995150485471	470.6543595669822	520.3369344733151	5859.4108381296	5857.445689676308	5798.970479931413	5838.793855370079				74.744				nan																							
32	33	2022	9	33	5667	-134	5801	333	0	1.037909091	1.034016529	1.007677686	1.038891089	1.041029703	1.035554455	1.021435644	1.03350495	1.009811881	1.065138614	1.176673267	1.020277228	1.017980198	1.019405941	1.007762376	1.007762376	1.007544554	-3.574479670400251	-22.434958401972608	-43.78688922276683	13.80673433099878	5897.0	5904.7751315804	5902.5773958604	5855.854942763332	484.96101789599993	500.5764020333071	542.409129375031	582.9080295899244	5893.4255203296	5882.340173178427	5858.7905066376325	5869.66167709433				74.744				nan																							
33	34	2022	9	34	6148	382	5766	430	0	1.031	1.026768595	1.007504132	1.02849505	1.032485149	1.025554455	1.01450495	1.025455446	1.010376238	1.062623762	1.170821782	1.01929703	1.017336634	1.020732673	0.997445545	0.997445545	1.008554455	-84.33491035040038	-92.63713660269993	-21.12733865735595	23.872334181997303	5801.0	5902.5773958604	5796.8276479204005	5886.499501755796	368.643846296	449.6564944501874	514.4884276188063	596.4317138414776	5716.665089649599	5809.9402592577	5775.700309263045	5910.371835937793				74.744				nan																							
34	35	2022	9	35	5444	-252	5696	260	0	1.033760331	1.030578512	1.005198347	1.04870297	1.040237624	1.032405941	1.023821782	1.031574257	1.010920792	1.068792079	1.18770297	1.018267327	1.015039604	1.019653465	1.002712871	1.002712871	1.023405941	128.6854118496001	153.5361449534205	148.7787003136383	203.38991372986607	5766.0	5796.8276479204005	5808.8142789904	5861.830962147524	502.9259070960002	551.9384592367473	624.0569803277776	661.4138091180698	5894.6854118496	5950.363792873821	5957.592979304039	6065.2208758773895				74.744				nan																							
35	36	2022	9	36	5181	-469	5650	355	0	1.019099174	1.015090909	1.004404959	1.00770297	1.017445545	1.014673267	1.004	1.015574257	1.009435644	1.059514851	1.16890099	1.011089109	1.004386139	1.002544554	0.986039604	0.986039604	0.979821782	-27.13715151039969	6.194821822764197	101.42450136618118	225.31683599258315	5696.0	5808.8142789904	5804.4801960104	5724.69999062014	341.030186696	475.7819931854672	552.0377724074162	630.0401398450376	5668.8628484896	5815.009100813165	5905.904697376581	5950.016826612723				74.744				nan																							
36	37	2022	10	37	5950	362	5588	349	0	1.003561983	0.999909091	1.001090909	0.978435644	0.998742574	0.99739604	0.992930693	0.998	1.009940594	1.061386139	1.160237624	1.006544554	1.004237624	1.001128713	0.988514851	0.988514851	0.989217822	-203.5132860704	-64.07308991941181	106.9652360835363	214.9508635587445	5650.0	5804.4801960104	5634.3664287304	5767.620302811115	487.910585096	560.5645446763472	636.3299704812382	772.3320447852255	5446.4867139296	5740.407106090988	5741.331664813936	5982.571166369859				74.744				nan																							
37	38	2022	10	38	5005	-487	5492	504	0	1.003528926	0.999661157	1.001198347	1.000881188	1.002891089	1.001376238	0.996712871	1.002188119	1.007792079	1.047287129	1.137564356	1.009643564	1.004970297	1.002772277	0.984	0.984	1.003227723	204.3195156495999	318.7755002969001	366.4218514569941	477.7681060313584	5588.0	5634.3664287304	5644.4863673204	5588.242125272252	439.9623746960001	551.5429444070674	709.7883274988095	810.4619070363677	5792.3195156496	5953.1419290273	6010.908218777394	6066.0102313036095				74.744				nan																							
38	39	2022	10	39	5079	-431	5510	555	0	0.992504132	0.988892562	0.999859504	0.985732673	0.992455446	0.996960396	0.98919802	0.997742574	1.006118812	1.041732673	1.120752475	1.003425743	0.995653465	0.992405941	0.97249505	0.97249505	0.991445545	-9.324741830400171	107.4914728568922	292.6003079122021	494.8775361368665	5492.0	5644.4863673204	5507.2641006104	5617.364143082244	607.140410696	748.8750522622671	839.294491176294	908.310979848244	5482.6752581696	5751.977840177292	5799.8644085226015	6112.24167921911				74.744				nan																							
39	40	2022	10	40	4695	-751	5446	576	0	0.98668595	0.984016529	0.998652893	0.979059406	0.988594059	0.989079208	0.984069307	0.989079208	1.006633663	1.040574257	1.122435644	0.994524752	0.973990099	0.977613861	0.964059406	0.964059406	0.981782178	-92.63560467039996	134.66388087302812	381.9331199746484	562.8105768060993	5510.0	5507.2641006104	5540.8682973504	5489.879841737595	703.606747696	807.4694840456672	884.835050324842	961.233893407614	5417.3643953296	5641.927981483428	5922.8014173250485	6052.690418543694				74.744				nan																							
40	41	2022	11	41	5881	493	5388	1018	0	0.981090909	0.976859504	0.997628099	0.972544554	0.980009901	0.983841584	0.979524752	0.984445545	1.006475248	1.026514851	1.093188119	0.996138614	0.989970297	0.983693069	0.971920792	0.971920792	0.987079208	-177.7958611503998	135.3459221876202	386.4697059300901	518.3550739767102	5446.0	5540.8682973504	5455.032821310399	5626.797707463308	696.6813056960001	806.9475615012674	903.779665954594	938.5590366797916	5268.2041388496	5676.21421953802	5841.502527240489	6145.152781440018				74.744				nan																							
41	42	2022	11	42	5590	226	5364	1061	0	0.984702479	0.97985124	0.997677686	0.988564356	0.988683168	0.991039604	0.987871287	0.991168317	1.008930693	1.016920792	1.081079208	0.995910891	0.988514851	0.983594059	0.968138614	0.968138614	1.003425743	453.7056378896001	637.7130490720041	698.0256745960903	908.7201192959716	5388.0	5455.032821310399	5539.8462199304	5483.877263131755	1085.916451896	1099.9033558321073	1083.2309892275491	1018.4892174910128	5841.7056378896	6092.745870382403	6237.871894526491	6392.597382427727				74.744				nan																							
42	43	2022	11	43	5460	107	5353	1089	0	0.972528926	0.967421488	0.996561983	0.945940594	0.969465347	0.972831683	0.971257426	0.974722772	1.003940594	0.997742574	1.034029703	0.990247525	0.979564356	0.976207921	0.96560396	0.96560396	0.983732673	529.6439533296	612.739630019828	847.7298671291195	955.5859984535684	5364.0	5539.8462199304	5432.0977943704	5472.044303966812	1078.2708922959998	1068.022703587387	1007.2707237953232	1036.260184793375	5893.6439533296	6152.585849950228	6279.827661499519	6427.63030242038				74.744				nan																							
43	44	2022	11	44	5355	-81	5436	937	0	0.968694215	0.965446281	0.995719008	0.955336634	0.969237624	0.973009901	0.972019802	0.974039604	1.004168317	0.999881188	1.014851485	0.988871287	0.971168317	0.967693069	0.953108911	0.953108911	0.966653465	412.15280976960014	689.4306200062522	842.3821202831684	967.6314807547946	5353.0	5432.0977943704	5365.7661740704	5369.450370658284	1077.337714896	1013.8194625687072	1041.0909057820652	1008.6861159452752	5765.1528097696	6121.528414376652	6208.148294353568	6337.081851413078				74.744				nan																							
44	45	2022	12	45	6309	945	5364	763	0	0.966380165	0.963619835	0.997801653	0.947257426	0.965049505	0.968178218	0.965049505	0.971039604	1.002940594	0.996257426	1.015831683	0.993732673	0.985613861	0.977336634	0.959613861	0.959613861	0.97529703	455.38029648960014	657.6741222435639	835.5420230522928	917.4794891026772	5436.0	5365.7661740704	5371.669945220399	5461.620969911643	891.978258496	955.4328007222272	945.4998414147112	930.6997425344756	5891.3802964896	6023.440296313964	6207.2119682726925	6379.10045901432				74.744				nan																							
45	46	2022	12	46	5626	62	5564	817	0	0.984677686	0.979752066	1.006884298	0.972178218	0.98529703	0.988821782	0.988029703	0.990881188	1.003930693	1.001039604	1.021633663	1.006851485	1.002811881	0.994920792	0.987257426	0.987257426	1.005465347	890.0476335295999	1018.926713242748	1048.6226152005777	1210.8259880637106	5364.0	5371.669945220399	5460.6163701004	5442.580186925763	843.453876696	866.7752218434673	872.6279999822918	822.7884876217872	6254.0476335296	6390.596658463148	6509.238985300977	6653.406174989474				74.744				nan																							
46	47	2022	12	47	6311	709	5602	763	0	1.007669421	1.005743802	1.018231405	1.011970297	1.011237624	1.012257426	1.011722772	1.013623762	1.010217822	1.001752475	0.995940594	1.015425743	1.017356436	1.001673267	0.985346535	0.985346535	0.98449505	625.9353063695999	738.481381812612	989.0359856588468	1139.609005609399	5564.0	5460.6163701004	5551.9775220844	5401.919593977507	843.8079660960001	856.4813144605473	810.8777769724807	944.785523610288	6189.9353063696	6199.097751913012	6541.013507743247	6541.528599586906				74.744				nan																							
47	48	2022	12	48	6378	732	5646	606	2	1.026553719	1.031090909	1.034991736	1.049178218	1.029148515	1.030079208	1.026267327	1.054316832	1.03909901	1.080930693	1.108445545	1.023623762	1.024762376	1.000247525	0.976485149	0.976485149	0.95290099	777.9038854095999	1020.147464624996	1161.8576273722765	1284.3230704254208	5602.0	5551.9775220844	5482.3386026644	5422.759461902007	786.323838296	761.554918504587	908.402186930036	950.8503759075264	6379.9038854096	6572.124986709397	6644.196230036677	6707.082532327428				74.55	623.0			nan																							
48	49	2023	1	1	6501	863	5638	594	2	1.144454545	1.15268595	1.068933884	1.076118812	1.093881188	1.114752475	1.116554455	1.194841584	1.071346535	1.247386139	1.325158416	1.076693069	1.083673267	1.072712871	1.041970297	1.041970297	1.002366337	998.3614806096	1144.664549266916	1272.0278564266916	1336.340345467381	5646.0	5482.3386026644	5476.2394473404	5470.425344809911	604.9977620960001	798.3377021477473	869.6605720161078	871.2103035295406	6644.3614806096	6627.003151931316	6748.267303767092	6806.765690277292	7055.702956434412	0.0	2.0	74.56	623.0	74.53	683.4997762096	I	74.44	74.34	74.3	73.88	73.73	73.7	73.45	73.34	73.29	47.96	46.97	46.74	20.82	20.82	5.72	5.49	5.02	4.22	3.82	3.82	3.41	2.74	1.0
49	50	2023	1	2	6425	703	5722	609	2	1.397793388	1.412917355	1.128677686	1.175029703	1.219534653	1.308029703	1.326	1.541792079	1.122811881	1.594683168	1.568019802	1.123584158	1.125792079	1.116425743	1.075584158	1.075584158	1.027257426	1080.4219905696	1221.328869013932	1300.0841907556533	1487.6848853646666	5638.0	5476.2394473404	5558.9655476144	5467.23763734762	788.789445096	862.9478543283471	866.2586223971045	929.090735279684	6718.4219905696	6697.568316354333	6859.049738370053	6954.922522712286	7038.044110302685	0.0	2.0	74.57	623.0	74.53999999999999	701.8789445096	I	74.44	74.34	74.29	73.82	73.61	73.56	73.16	73.09	73.03	48.08	47.16	46.79	21.02	21.02	6.05	5.8	5.32	4.49	4.09	4.09	3.68	2.96	1.0
50	51	2023	1	3	7742	1864	5878	950	2	1.597867769	1.609181818	1.130066116	1.244693069	1.282029703	1.447029703	1.466188119	1.700178218	1.131405941	1.690732673	1.697455446	1.130158416	1.139405941	1.122782178	1.066386139	1.066386139	1.011712871	1042.2043922896	1158.7226109102442	1386.5935703164391	1438.5086629944103	5722.0	5558.9655476144	5607.0262397004	5493.36509129347	706.8546580960001	756.5203158549473	848.1415389502988	761.2874222949127	6764.2043922896	6717.688158524644	6993.619810016839	6931.873754287881	7015.694664951535	0.0	2.0	74.62	623.0	74.59	693.6854658096	I	74.49	74.38	74.33	73.85	73.58	73.53	73.1	72.97	72.91	48.1	47.2	46.81	20.99	20.99	6.0	5.76	5.28	4.45	4.05	4.05	3.64	2.92	1.0
51	52	2023	1	4	7443	1444	5999	1250	2	1.641826446	1.652917355	1.136909091	1.255950495	1.28009901	1.462910891	1.47249505	1.672247525	1.125277228	1.690405941	1.703019802	1.131237624	1.143267327	1.129970297	1.088594059	1.088594059	1.045267327	1548.7468063296	1694.393137693628	1658.6240795840051	1711.4738072435457	5878.0	5607.0262397004	5674.8318878104	5602.095729291988	967.619101696	996.5504627884671	870.7622583057408	754.6990187311926	7426.7468063296	7301.419377394028	7333.455967394405	7313.569536535533	7016.786592433915	0.0	2.0	74.66	623.0	74.63	719.7619101696	I	74.53	74.42	74.37	73.91	73.63	73.58	73.19	73.0	72.94	48.09	47.2	46.81	21.1	21.1	6.18	5.93	5.45	4.59	4.2	4.2	3.79	3.05	1.0
52	53	2023	2	5	8461	2300	6161	1247	1	1.693099174	1.699950413	1.128545455	1.268554455	1.315425743	1.516554455	1.526277228	1.739594059	1.119930693	1.654811881	1.709326733	1.140742574	1.152960396	1.14480198	1.097138614	1.097138614	1.052217822	1644.6803034095997	1619.391670247796	1683.417698528257	1742.6153893336732	5999.0	5674.8318878104	5825.0504041504	5745.694299632955	1241.713558696	1043.1194373558674	881.8394454913578	811.25338925552	7643.680303409599	7294.223558058196	7508.468102678657	7488.309688966628	7020.984569341104	0.0	2.0	74.74	623.0	74.71	747.1713558696	I	74.61	74.51	74.46	73.99	73.71	73.66	73.27	73.09	73.04	48.07	47.18	46.81	21.18	21.18	6.31	6.06	5.57	4.7	4.31	4.31	3.89	3.13	1.0
53	54	2023	2	6	7455	1128	6327	1130	1	1.724950413	1.729297521	1.124057851	1.270089109	1.332376238	1.518643564	1.524792079	1.732960396	1.115871287	1.658247525	1.737722772	1.145554455	1.164118812	1.136148515	1.083871287	1.083871287	1.034841584	1930.4063982496	1928.86451913886	1918.1407470515685	1949.201788626046	6161.0	5825.0504041504	6022.2267218464	5913.666084561148	1047.7091256960002	885.0661372252673	813.6335800101706	1013.1540363964216	8091.4063982496	7753.91492328926	7940.367468897968	7862.867873187193	7035.9547211717145	0.0	2.0	74.77	670.0	74.74	774.7709125696	RC1	74.62	74.5	74.44	73.89	73.56	73.51	73.04	72.77	72.7	48.26	47.24	46.84	21.27	21.27	6.46	6.2	5.71	4.82	4.43	4.43	4.01	3.23	1.0
54	55	2023	2	7	7379	1194	6185	909	1	1.652272727	1.657892562	1.079892562	1.26850495	1.329227723	1.504792079	1.505079208	1.691792079	1.109584158	1.58690099	1.714712871	1.134376238	1.148386139	1.134584158	1.083910891	1.083910891	1.037891089	1548.0424425296	1617.6033142341482	1734.279711934796	1718.1935776388568	6327.0	6022.2267218464	6199.175014680401	6042.261302816633	956.511074296	863.8615629997871	1050.2050442383688	1045.2439259195291	7875.0424425296	7639.830036080549	7933.454726615197	7760.454880455491	7045.078818476108	0.0	2.0	74.79	678.0	74.76	773.6511074296	RC1	74.64	74.52	74.46	73.89	73.57	73.52	73.07	72.84	72.76	48.27	47.22	46.84	21.16	21.16	6.28	6.03	5.54	4.67	4.28	4.28	3.87	3.11	1.0
